state,district,primary_type,district_delegates,gender,race,age,education,pop
Mississippi,CD03,Primary,5,Male,White,25-34,Less than college,18492
Mississippi,CD03,Primary,5,Male,White,35-44,College,7806
Mississippi,CD03,Primary,5,Male,White,35-44,Less than college,18465
Mississippi,CD03,Primary,5,Male,White,45-64,College,17733
Mississippi,CD03,Primary,5,Male,White,45-64,Less than college,40803
Mississippi,CD03,Primary,5,Male,White,65+,College,12201
Mississippi,CD03,Primary,5,Male,White,65+,Less than college,24695
Mississippi,CD04,Primary,4,Female,Black,18-24,College,547
Mississippi,CD04,Primary,4,Female,Black,18-24,Less than college,10594
Mississippi,CD04,Primary,4,Female,Black,25-34,College,3216
Mississippi,CD04,Primary,4,Female,Black,25-34,Less than college,11229
Mississippi,CD04,Primary,4,Female,Black,35-44,College,3011
Mississippi,CD04,Primary,4,Female,Black,35-44,Less than college,9870
Mississippi,CD04,Primary,4,Female,Black,45-64,College,4015
Mississippi,CD04,Primary,4,Female,Black,45-64,Less than college,17513
Mississippi,CD04,Primary,4,Female,Black,65+,College,1364
Mississippi,CD04,Primary,4,Female,Black,65+,Less than college,8511
Mississippi,CD04,Primary,4,Female,Latino,18-24,College,101
Mississippi,CD04,Primary,4,Female,Latino,18-24,Less than college,1667
Mississippi,CD04,Primary,4,Female,Latino,25-34,College,553
Mississippi,CD04,Primary,4,Female,Latino,25-34,Less than college,1651
Mississippi,CD04,Primary,4,Female,Latino,35-44,College,599
Mississippi,CD04,Primary,4,Female,Latino,35-44,Less than college,1680
Mississippi,CD04,Primary,4,Female,Latino,45-64,College,490
Mississippi,CD04,Primary,4,Female,Latino,45-64,Less than college,1829
Mississippi,CD04,Primary,4,Female,Latino,65+,College,128
Mississippi,CD04,Primary,4,Female,Latino,65+,Less than college,686
Mississippi,CD04,Primary,4,Female,White,18-24,College,1476
Mississippi,CD04,Primary,4,Female,White,18-24,Less than college,20504
Mississippi,CD04,Primary,4,Female,White,25-34,College,9562
Mississippi,CD04,Primary,4,Female,White,25-34,Less than college,23942
Mississippi,CD04,Primary,4,Female,White,35-44,College,9421
Mississippi,CD04,Primary,4,Female,White,35-44,Less than college,22147
Mississippi,CD04,Primary,4,Female,White,45-64,College,17837
Mississippi,CD04,Primary,4,Female,White,45-64,Less than college,55776
Mississippi,CD04,Primary,4,Female,White,65+,College,9404
Mississippi,CD04,Primary,4,Female,White,65+,Less than college,42067
Mississippi,CD04,Primary,4,Male,Black,18-24,College,205
Mississippi,CD04,Primary,4,Male,Black,18-24,Less than college,10680
Mississippi,CD04,Primary,4,Male,Black,25-34,College,1061
Mississippi,CD04,Primary,4,Male,Black,25-34,Less than college,11213
Mississippi,CD04,Primary,4,Male,Black,35-44,College,1001
Mississippi,CD04,Primary,4,Male,Black,35-44,Less than college,9745
Mississippi,CD04,Primary,4,Male,Black,45-64,College,1807
Mississippi,CD04,Primary,4,Male,Black,45-64,Less than college,17508
Mississippi,CD04,Primary,4,Male,Black,65+,College,886
Mississippi,CD04,Primary,4,Male,Black,65+,Less than college,6175
Mississippi,CD04,Primary,4,Male,Latino,18-24,College,50
Mississippi,CD04,Primary,4,Male,Latino,18-24,Less than college,2023
Mississippi,CD04,Primary,4,Male,Latino,25-34,College,312
Mississippi,CD04,Primary,4,Male,Latino,25-34,Less than college,2554
Mississippi,CD04,Primary,4,Male,Latino,35-44,College,361
Mississippi,CD04,Primary,4,Male,Latino,35-44,Less than college,2723
Mississippi,CD04,Primary,4,Male,Latino,45-64,College,322
Mississippi,CD04,Primary,4,Male,Latino,45-64,Less than college,2421
Mississippi,CD04,Primary,4,Male,Latino,65+,College,117
Mississippi,CD04,Primary,4,Male,Latino,65+,Less than college,634
Mississippi,CD04,Primary,4,Male,White,18-24,College,1151
Mississippi,CD04,Primary,4,Male,White,18-24,Less than college,22407
Mississippi,CD04,Primary,4,Male,White,25-34,College,6778
Mississippi,CD04,Primary,4,Male,White,25-34,Less than college,26718
Mississippi,CD04,Primary,4,Male,White,35-44,College,6841
Mississippi,CD04,Primary,4,Male,White,35-44,Less than college,24848
Mississippi,CD04,Primary,4,Male,White,45-64,College,15425
Mississippi,CD04,Primary,4,Male,White,45-64,Less than college,55792
Mississippi,CD04,Primary,4,Male,White,65+,College,11905
Mississippi,CD04,Primary,4,Male,White,65+,Less than college,30946
Missouri,CD01,Primary,8,Female,Black,18-24,College,1782
Missouri,CD01,Primary,8,Female,Black,18-24,Less than college,18469
Missouri,CD01,Primary,8,Female,Black,25-34,College,8745
Missouri,CD01,Primary,8,Female,Black,25-34,Less than college,20425
Missouri,CD01,Primary,8,Female,Black,35-44,College,6226
Missouri,CD01,Primary,8,Female,Black,35-44,Less than college,19405
Missouri,CD01,Primary,8,Female,Black,45-64,College,9167
Missouri,CD01,Primary,8,Female,Black,45-64,Less than college,41593
Missouri,CD01,Primary,8,Female,Black,65+,College,3663
Missouri,CD01,Primary,8,Female,Black,65+,Less than college,23230
Missouri,CD01,Primary,8,Female,Latino,18-24,College,231
Missouri,CD01,Primary,8,Female,Latino,18-24,Less than college,1177
Missouri,CD01,Primary,8,Female,Latino,25-34,College,1071
Missouri,CD01,Primary,8,Female,Latino,25-34,Less than college,1227
Missouri,CD01,Primary,8,Female,Latino,35-44,College,649
Missouri,CD01,Primary,8,Female,Latino,35-44,Less than college,993
Missouri,CD01,Primary,8,Female,Latino,45-64,College,605
Missouri,CD01,Primary,8,Female,Latino,45-64,Less than college,1346
Missouri,CD01,Primary,8,Female,Latino,65+,College,177
Missouri,CD01,Primary,8,Female,Latino,65+,Less than college,550
Missouri,CD01,Primary,8,Female,White,18-24,College,3170
Missouri,CD01,Primary,8,Female,White,18-24,Less than college,10556
Missouri,CD01,Primary,8,Female,White,25-34,College,15847
Missouri,CD01,Primary,8,Female,White,25-34,Less than college,11893
Missouri,CD01,Primary,8,Female,White,35-44,College,9473
Missouri,CD01,Primary,8,Female,White,35-44,Less than college,9487
Missouri,CD01,Primary,8,Female,White,45-64,College,16904
Missouri,CD01,Primary,8,Female,White,45-64,Less than college,24645
Missouri,CD01,Primary,8,Female,White,65+,College,9389
Missouri,CD01,Primary,8,Female,White,65+,Less than college,19131
Missouri,CD01,Primary,8,Male,Black,18-24,College,856
Missouri,CD01,Primary,8,Male,Black,18-24,Less than college,18142
Missouri,CD01,Primary,8,Male,Black,25-34,College,4561
Missouri,CD01,Primary,8,Male,Black,25-34,Less than college,17950
Missouri,CD01,Primary,8,Male,Black,35-44,College,3007
Missouri,CD01,Primary,8,Male,Black,35-44,Less than college,14885
Missouri,CD01,Primary,8,Male,Black,45-64,College,4671
Missouri,CD01,Primary,8,Male,Black,45-64,Less than college,33535
Missouri,CD01,Primary,8,Male,Black,65+,College,2206
Missouri,CD01,Primary,8,Male,Black,65+,Less than college,14118
Missouri,CD01,Primary,8,Male,Latino,18-24,College,191
Missouri,CD01,Primary,8,Male,Latino,18-24,Less than college,1723
Missouri,CD01,Primary,8,Male,Latino,25-34,College,1046
Missouri,CD01,Primary,8,Male,Latino,25-34,Less than college,1751
Missouri,CD01,Primary,8,Male,Latino,35-44,College,702
Missouri,CD01,Primary,8,Male,Latino,35-44,Less than college,1477
Missouri,CD01,Primary,8,Male,Latino,45-64,College,560
Missouri,CD01,Primary,8,Male,Latino,45-64,Less than college,1711
Missouri,CD01,Primary,8,Male,Latino,65+,College,164
Missouri,CD01,Primary,8,Male,Latino,65+,Less than college,446
Missouri,CD01,Primary,8,Male,White,18-24,College,2212
Missouri,CD01,Primary,8,Male,White,18-24,Less than college,10367
Missouri,CD01,Primary,8,Male,White,25-34,College,15206
Missouri,CD01,Primary,8,Male,White,25-34,Less than college,13239
Missouri,CD01,Primary,8,Male,White,35-44,College,9563
Missouri,CD01,Primary,8,Male,White,35-44,Less than college,10470
Missouri,CD01,Primary,8,Male,White,45-64,College,16581
Missouri,CD01,Primary,8,Male,White,45-64,Less than college,26332
Missouri,CD01,Primary,8,Male,White,65+,College,8721
Missouri,CD01,Primary,8,Male,White,65+,Less than college,12349
Missouri,CD02,Primary,6,Female,Black,18-24,College,270
Missouri,CD02,Primary,6,Female,Black,18-24,Less than college,1171
Missouri,CD02,Primary,6,Female,Black,25-34,College,1102
Missouri,CD02,Primary,6,Female,Black,25-34,Less than college,984
Missouri,CD02,Primary,6,Female,Black,35-44,College,1111
Missouri,CD02,Primary,6,Female,Black,35-44,Less than college,807
Missouri,CD02,Primary,6,Female,Black,45-64,College,1576
Missouri,CD02,Primary,6,Female,Black,45-64,Less than college,2181
Missouri,CD02,Primary,6,Female,Black,65+,College,510
Missouri,CD02,Primary,6,Female,Black,65+,Less than college,1551
Missouri,CD02,Primary,6,Female,Latino,18-24,College,184
Missouri,CD02,Primary,6,Female,Latino,18-24,Less than college,815
Missouri,CD02,Primary,6,Female,Latino,25-34,College,721
Missouri,CD02,Primary,6,Female,Latino,25-34,Less than college,656
Missouri,CD02,Primary,6,Female,Latino,35-44,College,900
Missouri,CD02,Primary,6,Female,Latino,35-44,Less than college,667
Missouri,CD02,Primary,6,Female,Latino,45-64,College,748
Missouri,CD02,Primary,6,Female,Latino,45-64,Less than college,1055
Missouri,CD02,Primary,6,Female,Latino,65+,College,171
Missouri,CD02,Primary,6,Female,Latino,65+,Less than college,530
Missouri,CD02,Primary,6,Female,White,18-24,College,5053
Missouri,CD02,Primary,6,Female,White,18-24,Less than college,17236
Missouri,CD02,Primary,6,Female,White,25-34,College,22359
Missouri,CD02,Primary,6,Female,White,25-34,Less than college,15700
Missouri,CD02,Primary,6,Female,White,35-44,College,24061
Missouri,CD02,Primary,6,Female,White,35-44,Less than college,13734
Missouri,CD02,Primary,6,Female,White,45-64,College,49494
Missouri,CD02,Primary,6,Female,White,45-64,Less than college,53808
Missouri,CD02,Primary,6,Female,White,65+,College,22387
Missouri,CD02,Primary,6,Female,White,65+,Less than college,53450
Missouri,CD02,Primary,6,Male,Black,18-24,College,128
Missouri,CD02,Primary,6,Male,Black,18-24,Less than college,1541
Missouri,CD02,Primary,6,Male,Black,25-34,College,883
Missouri,CD02,Primary,6,Male,Black,25-34,Less than college,1767
Missouri,CD02,Primary,6,Male,Black,35-44,College,652
Missouri,CD02,Primary,6,Male,Black,35-44,Less than college,977
Missouri,CD02,Primary,6,Male,Black,45-64,College,1212
Missouri,CD02,Primary,6,Male,Black,45-64,Less than college,2294
Missouri,CD02,Primary,6,Male,Black,65+,College,385
Missouri,CD02,Primary,6,Male,Black,65+,Less than college,836
Missouri,CD02,Primary,6,Male,Latino,18-24,College,76
Missouri,CD02,Primary,6,Male,Latino,18-24,Less than college,734
Missouri,CD02,Primary,6,Male,Latino,25-34,College,526
Missouri,CD02,Primary,6,Male,Latino,25-34,Less than college,838
Missouri,CD02,Primary,6,Male,Latino,35-44,College,713
Missouri,CD02,Primary,6,Male,Latino,35-44,Less than college,851
Missouri,CD02,Primary,6,Male,Latino,45-64,College,736
Missouri,CD02,Primary,6,Male,Latino,45-64,Less than college,1111
Missouri,CD02,Primary,6,Male,Latino,65+,College,189
Missouri,CD02,Primary,6,Male,Latino,65+,Less than college,327
Missouri,CD02,Primary,6,Male,White,18-24,College,3599
Missouri,CD02,Primary,6,Male,White,18-24,Less than college,20939
Missouri,CD02,Primary,6,Male,White,25-34,College,19184
Missouri,CD02,Primary,6,Male,White,25-34,Less than college,18492
Missouri,CD02,Primary,6,Male,White,35-44,College,21677
Missouri,CD02,Primary,6,Male,White,35-44,Less than college,15655
Missouri,CD02,Primary,6,Male,White,45-64,College,49919
Missouri,CD02,Primary,6,Male,White,45-64,Less than college,45540
Missouri,CD02,Primary,6,Male,White,65+,College,27772
Missouri,CD02,Primary,6,Male,White,65+,Less than college,29045
Missouri,CD03,Primary,5,Female,Black,18-24,College,176
Missouri,CD03,Primary,5,Female,Black,18-24,Less than college,1755
Missouri,CD03,Primary,5,Female,Black,25-34,College,587
Missouri,CD03,Primary,5,Female,Black,25-34,Less than college,942
Missouri,CD03,Primary,5,Female,Black,35-44,College,688
Missouri,CD03,Primary,5,Female,Black,35-44,Less than college,1057
Missouri,CD03,Primary,5,Female,Black,45-64,College,674
Missouri,CD03,Primary,5,Female,Black,45-64,Less than college,1856
Missouri,CD03,Primary,5,Female,Black,65+,College,173
Missouri,CD03,Primary,5,Female,Black,65+,Less than college,893
Missouri,CD03,Primary,5,Female,Latino,18-24,College,109
Missouri,CD03,Primary,5,Female,Latino,18-24,Less than college,1323
Missouri,CD03,Primary,5,Female,Latino,25-34,College,391
Missouri,CD03,Primary,5,Female,Latino,25-34,Less than college,766
Missouri,CD03,Primary,5,Female,Latino,35-44,College,363
Missouri,CD03,Primary,5,Female,Latino,35-44,Less than college,682
Missouri,CD03,Primary,5,Female,Latino,45-64,College,416
Missouri,CD03,Primary,5,Female,Latino,45-64,Less than college,1400
Missouri,CD03,Primary,5,Female,Latino,65+,College,95
Missouri,CD03,Primary,5,Female,Latino,65+,Less than college,597
Missouri,CD03,Primary,5,Female,White,18-24,College,2502
Missouri,CD03,Primary,5,Female,White,18-24,Less than college,26006
Missouri,CD03,Primary,5,Female,White,25-34,College,16432
Missouri,CD03,Primary,5,Female,White,25-34,Less than college,27453
Missouri,CD03,Primary,5,Female,White,35-44,College,16947
Missouri,CD03,Primary,5,Female,White,35-44,Less than college,27150
Missouri,CD03,Primary,5,Female,White,45-64,College,26109
Missouri,CD03,Primary,5,Female,White,45-64,Less than college,74892
Missouri,CD03,Primary,5,Female,White,65+,College,9832
Missouri,CD03,Primary,5,Female,White,65+,Less than college,52900
Missouri,CD03,Primary,5,Male,Black,18-24,College,73
Missouri,CD03,Primary,5,Male,Black,18-24,Less than college,1874
Missouri,CD03,Primary,5,Male,Black,25-34,College,440
Missouri,CD03,Primary,5,Male,Black,25-34,Less than college,2085
Missouri,CD03,Primary,5,Male,Black,35-44,College,465
Missouri,CD03,Primary,5,Male,Black,35-44,Less than college,1930
Missouri,CD03,Primary,5,Male,Black,45-64,College,509
Missouri,CD03,Primary,5,Male,Black,45-64,Less than college,2501
Missouri,CD03,Primary,5,Male,Black,65+,College,157
Missouri,CD03,Primary,5,Male,Black,65+,Less than college,722
Missouri,CD03,Primary,5,Male,Latino,18-24,College,70
Missouri,CD03,Primary,5,Male,Latino,18-24,Less than college,1348
Missouri,CD03,Primary,5,Male,Latino,25-34,College,343
Missouri,CD03,Primary,5,Male,Latino,25-34,Less than college,1225
Missouri,CD03,Primary,5,Male,Latino,35-44,College,314
Missouri,CD03,Primary,5,Male,Latino,35-44,Less than college,984
Missouri,CD03,Primary,5,Male,Latino,45-64,College,346
Missouri,CD03,Primary,5,Male,Latino,45-64,Less than college,1281
Missouri,CD03,Primary,5,Male,Latino,65+,College,110
Missouri,CD03,Primary,5,Male,Latino,65+,Less than college,381
Missouri,CD03,Primary,5,Male,White,18-24,College,1631
Missouri,CD03,Primary,5,Male,White,18-24,Less than college,27813
Missouri,CD03,Primary,5,Male,White,25-34,College,10791
Missouri,CD03,Primary,5,Male,White,25-34,Less than college,33931
Missouri,CD03,Primary,5,Male,White,35-44,College,11939
Missouri,CD03,Primary,5,Male,White,35-44,Less than college,32885
Missouri,CD03,Primary,5,Male,White,45-64,College,23407
Missouri,CD03,Primary,5,Male,White,45-64,Less than college,76287
Missouri,CD03,Primary,5,Male,White,65+,College,12871
Missouri,CD03,Primary,5,Male,White,65+,Less than college,39321
Missouri,CD04,Primary,5,Female,Black,18-24,College,302
Missouri,CD04,Primary,5,Female,Black,18-24,Less than college,3098
Missouri,CD04,Primary,5,Female,Black,25-34,College,714
Missouri,CD04,Primary,5,Female,Black,25-34,Less than college,1634
Missouri,CD04,Primary,5,Female,Black,35-44,College,558
Missouri,CD04,Primary,5,Female,Black,35-44,Less than college,1251
Missouri,CD04,Primary,5,Female,Black,45-64,College,871
Missouri,CD04,Primary,5,Female,Black,45-64,Less than college,2909
Missouri,CD04,Primary,5,Female,Black,65+,College,202
Missouri,CD04,Primary,5,Female,Black,65+,Less than college,1237
Missouri,CD04,Primary,5,Female,Latino,18-24,College,246
Missouri,CD04,Primary,5,Female,Latino,18-24,Less than college,2074
Missouri,CD04,Primary,5,Female,Latino,25-34,College,692
Missouri,CD04,Primary,5,Female,Latino,25-34,Less than college,1306
Missouri,CD04,Primary,5,Female,Latino,35-44,College,651
Missouri,CD04,Primary,5,Female,Latino,35-44,Less than college,1202
Missouri,CD04,Primary,5,Female,Latino,45-64,College,505
Missouri,CD04,Primary,5,Female,Latino,45-64,Less than college,1388
Missouri,CD04,Primary,5,Female,Latino,65+,College,122
Missouri,CD04,Primary,5,Female,Latino,65+,Less than college,614
Missouri,CD04,Primary,5,Female,White,18-24,College,3887
Missouri,CD04,Primary,5,Female,White,18-24,Less than college,32566
Missouri,CD04,Primary,5,Female,White,25-34,College,13994
Missouri,CD04,Primary,5,Female,White,25-34,Less than college,26199
Missouri,CD04,Primary,5,Female,White,35-44,College,13022
Missouri,CD04,Primary,5,Female,White,35-44,Less than college,23898
Missouri,CD04,Primary,5,Female,White,45-64,College,23396
Missouri,CD04,Primary,5,Female,White,45-64,Less than college,63888
Missouri,CD04,Primary,5,Female,White,65+,College,10508
Missouri,CD04,Primary,5,Female,White,65+,Less than college,52686
Missouri,CD04,Primary,5,Male,Black,18-24,College,258
Missouri,CD04,Primary,5,Male,Black,18-24,Less than college,4036
Missouri,CD04,Primary,5,Male,Black,25-34,College,712
Missouri,CD04,Primary,5,Male,Black,25-34,Less than college,2722
Missouri,CD04,Primary,5,Male,Black,35-44,College,460
Missouri,CD04,Primary,5,Male,Black,35-44,Less than college,1849
Missouri,CD04,Primary,5,Male,Black,45-64,College,746
Missouri,CD04,Primary,5,Male,Black,45-64,Less than college,3614
Missouri,CD04,Primary,5,Male,Black,65+,College,192
Missouri,CD04,Primary,5,Male,Black,65+,Less than college,803
Missouri,CD04,Primary,5,Male,Latino,18-24,College,156
Missouri,CD04,Primary,5,Male,Latino,18-24,Less than college,2678
Missouri,CD04,Primary,5,Male,Latino,25-34,College,522
Missouri,CD04,Primary,5,Male,Latino,25-34,Less than college,2185
Missouri,CD04,Primary,5,Male,Latino,35-44,College,349
Missouri,CD04,Primary,5,Male,Latino,35-44,Less than college,1538
Missouri,CD04,Primary,5,Male,Latino,45-64,College,344
Missouri,CD04,Primary,5,Male,Latino,45-64,Less than college,1824
Missouri,CD04,Primary,5,Male,Latino,65+,College,104
Missouri,CD04,Primary,5,Male,Latino,65+,Less than college,479
Missouri,CD04,Primary,5,Male,White,18-24,College,3155
Missouri,CD04,Primary,5,Male,White,18-24,Less than college,36755
Missouri,CD04,Primary,5,Male,White,25-34,College,10979
Missouri,CD04,Primary,5,Male,White,25-34,Less than college,31281
Missouri,CD04,Primary,5,Male,White,35-44,College,9417
Missouri,CD04,Primary,5,Male,White,35-44,Less than college,28220
Missouri,CD04,Primary,5,Male,White,45-64,College,18265
Missouri,CD04,Primary,5,Male,White,45-64,Less than college,66005
Missouri,CD04,Primary,5,Male,White,65+,College,12917
Missouri,CD04,Primary,5,Male,White,65+,Less than college,40340
Missouri,CD05,Primary,6,Female,Black,18-24,College,714
Missouri,CD05,Primary,6,Female,Black,18-24,Less than college,7815
Missouri,CD05,Primary,6,Female,Black,25-34,College,3172
Missouri,CD05,Primary,6,Female,Black,25-34,Less than college,10058
Missouri,CD05,Primary,6,Female,Black,35-44,College,2439
Missouri,CD05,Primary,6,Female,Black,35-44,Less than college,8719
Missouri,CD05,Primary,6,Female,Black,45-64,College,3736
Missouri,CD05,Primary,6,Female,Black,45-64,Less than college,19231
Missouri,CD05,Primary,6,Female,Black,65+,College,1295
Missouri,CD05,Primary,6,Female,Black,65+,Less than college,10197
Missouri,CD05,Primary,6,Female,Latino,18-24,College,266
Missouri,CD05,Primary,6,Female,Latino,18-24,Less than college,3605
Missouri,CD05,Primary,6,Female,Latino,25-34,College,1074
Missouri,CD05,Primary,6,Female,Latino,25-34,Less than college,4222
Missouri,CD05,Primary,6,Female,Latino,35-44,College,854
Missouri,CD05,Primary,6,Female,Latino,35-44,Less than college,3786
Missouri,CD05,Primary,6,Female,Latino,45-64,College,744
Missouri,CD05,Primary,6,Female,Latino,45-64,Less than college,4748
Missouri,CD05,Primary,6,Female,Latino,65+,College,190
Missouri,CD05,Primary,6,Female,Latino,65+,Less than college,1853
Missouri,CD05,Primary,6,Female,White,18-24,College,3344
Missouri,CD05,Primary,6,Female,White,18-24,Less than college,15746
Missouri,CD05,Primary,6,Female,White,25-34,College,15919
Missouri,CD05,Primary,6,Female,White,25-34,Less than college,21730
Missouri,CD05,Primary,6,Female,White,35-44,College,11623
Missouri,CD05,Primary,6,Female,White,35-44,Less than college,17888
Missouri,CD05,Primary,6,Female,White,45-64,College,21387
Missouri,CD05,Primary,6,Female,White,45-64,Less than college,47395
Missouri,CD05,Primary,6,Female,White,65+,College,11517
Missouri,CD05,Primary,6,Female,White,65+,Less than college,39031
Missouri,CD05,Primary,6,Male,Black,18-24,College,480
Missouri,CD05,Primary,6,Male,Black,18-24,Less than college,7800
Missouri,CD05,Primary,6,Male,Black,25-34,College,2061
Missouri,CD05,Primary,6,Male,Black,25-34,Less than college,9284
Missouri,CD05,Primary,6,Male,Black,35-44,College,1319
Missouri,CD05,Primary,6,Male,Black,35-44,Less than college,7348
Missouri,CD05,Primary,6,Male,Black,45-64,College,2304
Missouri,CD05,Primary,6,Male,Black,45-64,Less than college,16336
Missouri,CD05,Primary,6,Male,Black,65+,College,1067
Missouri,CD05,Primary,6,Male,Black,65+,Less than college,6247
Missouri,CD05,Primary,6,Male,Latino,18-24,College,198
Missouri,CD05,Primary,6,Male,Latino,18-24,Less than college,3578
Missouri,CD05,Primary,6,Male,Latino,25-34,College,923
Missouri,CD05,Primary,6,Male,Latino,25-34,Less than college,4628
Missouri,CD05,Primary,6,Male,Latino,35-44,College,694
Missouri,CD05,Primary,6,Male,Latino,35-44,Less than college,4306
Missouri,CD05,Primary,6,Male,Latino,45-64,College,658
Missouri,CD05,Primary,6,Male,Latino,45-64,Less than college,5195
Missouri,CD05,Primary,6,Male,Latino,65+,College,216
Missouri,CD05,Primary,6,Male,Latino,65+,Less than college,1406
Missouri,CD05,Primary,6,Male,White,18-24,College,2755
Missouri,CD05,Primary,6,Male,White,18-24,Less than college,16155
Missouri,CD05,Primary,6,Male,White,25-34,College,14588
Missouri,CD05,Primary,6,Male,White,25-34,Less than college,23709
Missouri,CD05,Primary,6,Male,White,35-44,College,10102
Missouri,CD05,Primary,6,Male,White,35-44,Less than college,20295
Missouri,CD05,Primary,6,Male,White,45-64,College,18688
Missouri,CD05,Primary,6,Male,White,45-64,Less than college,47803
Missouri,CD05,Primary,6,Male,White,65+,College,12127
Missouri,CD05,Primary,6,Male,White,65+,Less than college,25618
Missouri,CD06,Primary,5,Female,Black,18-24,College,184
Missouri,CD06,Primary,5,Female,Black,18-24,Less than college,1602
Missouri,CD06,Primary,5,Female,Black,25-34,College,802
Missouri,CD06,Primary,5,Female,Black,25-34,Less than college,1503
Missouri,CD06,Primary,5,Female,Black,35-44,College,793
Missouri,CD06,Primary,5,Female,Black,35-44,Less than college,1314
Missouri,CD06,Primary,5,Female,Black,45-64,College,951
Missouri,CD06,Primary,5,Female,Black,45-64,Less than college,2400
Missouri,CD06,Primary,5,Female,Black,65+,College,180
Missouri,CD06,Primary,5,Female,Black,65+,Less than college,959
Missouri,CD06,Primary,5,Female,Latino,18-24,College,123
Missouri,CD06,Primary,5,Female,Latino,18-24,Less than college,1329
Missouri,CD06,Primary,5,Female,Latino,25-34,College,608
Missouri,CD06,Primary,5,Female,Latino,25-34,Less than college,1415
Missouri,CD06,Primary,5,Female,Latino,35-44,College,676
Missouri,CD06,Primary,5,Female,Latino,35-44,Less than college,1392
Missouri,CD06,Primary,5,Female,Latino,45-64,College,612
Missouri,CD06,Primary,5,Female,Latino,45-64,Less than college,1918
Missouri,CD06,Primary,5,Female,Latino,65+,College,141
Missouri,CD06,Primary,5,Female,Latino,65+,Less than college,931
Missouri,CD06,Primary,5,Female,White,18-24,College,3237
Missouri,CD06,Primary,5,Female,White,18-24,Less than college,25856
Missouri,CD06,Primary,5,Female,White,25-34,College,15016
Missouri,CD06,Primary,5,Female,White,25-34,Less than college,25794
Missouri,CD06,Primary,5,Female,White,35-44,College,16423
Missouri,CD06,Primary,5,Female,White,35-44,Less than college,24953
Missouri,CD06,Primary,5,Female,White,45-64,College,28183
Missouri,CD06,Primary,5,Female,White,45-64,Less than college,65246
Missouri,CD06,Primary,5,Female,White,65+,College,10872
Missouri,CD06,Primary,5,Female,White,65+,Less than college,53149
Missouri,CD06,Primary,5,Male,Black,18-24,College,115
Missouri,CD06,Primary,5,Male,Black,18-24,Less than college,2474
Missouri,CD06,Primary,5,Male,Black,25-34,College,554
Missouri,CD06,Primary,5,Male,Black,25-34,Less than college,2711
Missouri,CD06,Primary,5,Male,Black,35-44,College,620
Missouri,CD06,Primary,5,Male,Black,35-44,Less than college,2371
Missouri,CD06,Primary,5,Male,Black,45-64,College,762
Missouri,CD06,Primary,5,Male,Black,45-64,Less than college,3767
Missouri,CD06,Primary,5,Male,Black,65+,College,186
Missouri,CD06,Primary,5,Male,Black,65+,Less than college,987
Missouri,CD06,Primary,5,Male,Latino,18-24,College,104
Missouri,CD06,Primary,5,Male,Latino,18-24,Less than college,1810
Missouri,CD06,Primary,5,Male,Latino,25-34,College,496
Missouri,CD06,Primary,5,Male,Latino,25-34,Less than college,1960
Missouri,CD06,Primary,5,Male,Latino,35-44,College,682
Missouri,CD06,Primary,5,Male,Latino,35-44,Less than college,2101
Missouri,CD06,Primary,5,Male,Latino,45-64,College,483
Missouri,CD06,Primary,5,Male,Latino,45-64,Less than college,1925
Missouri,CD06,Primary,5,Male,Latino,65+,College,142
Missouri,CD06,Primary,5,Male,Latino,65+,Less than college,607
Missouri,CD06,Primary,5,Male,White,18-24,College,2227
Missouri,CD06,Primary,5,Male,White,18-24,Less than college,27228
Missouri,CD06,Primary,5,Male,White,25-34,College,10631
Missouri,CD06,Primary,5,Male,White,25-34,Less than college,29617
Missouri,CD06,Primary,5,Male,White,35-44,College,12999
Missouri,CD06,Primary,5,Male,White,35-44,Less than college,28257
Missouri,CD06,Primary,5,Male,White,45-64,College,23900
Missouri,CD06,Primary,5,Male,White,45-64,Less than college,67174
Missouri,CD06,Primary,5,Male,White,65+,College,13049
Missouri,CD06,Primary,5,Male,White,65+,Less than college,39417
Missouri,CD07,Primary,5,Female,Black,18-24,College,79
Missouri,CD07,Primary,5,Female,Black,18-24,Less than college,1181
Missouri,CD07,Primary,5,Female,Black,25-34,College,221
Missouri,CD07,Primary,5,Female,Black,25-34,Less than college,744
Missouri,CD07,Primary,5,Female,Black,35-44,College,167
Missouri,CD07,Primary,5,Female,Black,35-44,Less than college,544
Missouri,CD07,Primary,5,Female,Black,45-64,College,209
Missouri,CD07,Primary,5,Female,Black,45-64,Less than college,974
Missouri,CD07,Primary,5,Female,Black,65+,College,46
Missouri,CD07,Primary,5,Female,Black,65+,Less than college,378
Missouri,CD07,Primary,5,Female,Latino,18-24,College,158
Missouri,CD07,Primary,5,Female,Latino,18-24,Less than college,2169
Missouri,CD07,Primary,5,Female,Latino,25-34,College,767
Missouri,CD07,Primary,5,Female,Latino,25-34,Less than college,2384
Missouri,CD07,Primary,5,Female,Latino,35-44,College,568
Missouri,CD07,Primary,5,Female,Latino,35-44,Less than college,1708
Missouri,CD07,Primary,5,Female,Latino,45-64,College,515
Missouri,CD07,Primary,5,Female,Latino,45-64,Less than college,2218
Missouri,CD07,Primary,5,Female,Latino,65+,College,91
Missouri,CD07,Primary,5,Female,Latino,65+,Less than college,698
Missouri,CD07,Primary,5,Female,White,18-24,College,3324
Missouri,CD07,Primary,5,Female,White,18-24,Less than college,31172
