candidate,state,total_votes,demo_group,demo,group_pct,cand_pct
klobuchar,Alabama,453763,education_race_gender,No college / white / female,0.14,0.01
sanders,Alabama,453763,education_race_gender,No college / white / female,0.14,0.19
steyer,Alabama,453763,education_race_gender,No college / white / female,0.14,0
warren,Alabama,453763,education_race_gender,No college / white / female,0.14,0.02
yang,Alabama,453763,education_race_gender,No college / white / female,0.14,0
biden,Alabama,453763,education_race_gender,College / white / male,0.1,0.63
bloomberg,Alabama,453763,education_race_gender,College / white / male,0.1,0.07
buttigieg,Alabama,453763,education_race_gender,College / white / male,0.1,0
klobuchar,Alabama,453763,education_race_gender,College / white / male,0.1,0
sanders,Alabama,453763,education_race_gender,College / white / male,0.1,0.2
steyer,Alabama,453763,education_race_gender,College / white / male,0.1,0
warren,Alabama,453763,education_race_gender,College / white / male,0.1,0.07
yang,Alabama,453763,education_race_gender,College / white / male,0.1,0
biden,Alabama,453763,education_race_gender,No college / white / male,0.1,0.67
bloomberg,Alabama,453763,education_race_gender,No college / white / male,0.1,0.17
buttigieg,Alabama,453763,education_race_gender,No college / white / male,0.1,0
klobuchar,Alabama,453763,education_race_gender,No college / white / male,0.1,0
sanders,Alabama,453763,education_race_gender,No college / white / male,0.1,0.2
steyer,Alabama,453763,education_race_gender,No college / white / male,0.1,0
warren,Alabama,453763,education_race_gender,No college / white / male,0.1,0.01
yang,Alabama,453763,education_race_gender,No college / white / male,0.1,0
biden,Alabama,453763,ideology,Very liberal,0.21,0.51
bloomberg,Alabama,453763,ideology,Very liberal,0.21,0.09
buttigieg,Alabama,453763,ideology,Very liberal,0.21,0
klobuchar,Alabama,453763,ideology,Very liberal,0.21,0
sanders,Alabama,453763,ideology,Very liberal,0.21,0.29
steyer,Alabama,453763,ideology,Very liberal,0.21,0
warren,Alabama,453763,ideology,Very liberal,0.21,0.09
yang,Alabama,453763,ideology,Very liberal,0.21,0
biden,Alabama,453763,ideology,Somewhat liberal,0.33,0.58
bloomberg,Alabama,453763,ideology,Somewhat liberal,0.33,0.12
buttigieg,Alabama,453763,ideology,Somewhat liberal,0.33,0
klobuchar,Alabama,453763,ideology,Somewhat liberal,0.33,0
sanders,Alabama,453763,ideology,Somewhat liberal,0.33,0.22
steyer,Alabama,453763,ideology,Somewhat liberal,0.33,0
warren,Alabama,453763,ideology,Somewhat liberal,0.33,0.08
yang,Alabama,453763,ideology,Somewhat liberal,0.33,0
biden,Alabama,453763,ideology,Moderate/conservative,0.46,0.71
bloomberg,Alabama,453763,ideology,Moderate/conservative,0.46,0.13
buttigieg,Alabama,453763,ideology,Moderate/conservative,0.46,0
klobuchar,Alabama,453763,ideology,Moderate/conservative,0.46,0
sanders,Alabama,453763,ideology,Moderate/conservative,0.46,0.08
steyer,Alabama,453763,ideology,Moderate/conservative,0.46,0.01
warren,Alabama,453763,ideology,Moderate/conservative,0.46,0.03
yang,Alabama,453763,ideology,Moderate/conservative,0.46,0
biden,Alabama,453763,prior_primary,Voted before,0.88,0.66
bloomberg,Alabama,453763,prior_primary,Voted before,0.88,0.11
buttigieg,Alabama,453763,prior_primary,Voted before,0.88,0
klobuchar,Alabama,453763,prior_primary,Voted before,0.88,0
sanders,Alabama,453763,prior_primary,Voted before,0.88,0.15
steyer,Alabama,453763,prior_primary,Voted before,0.88,0
warren,Alabama,453763,prior_primary,Voted before,0.88,0.06
yang,Alabama,453763,prior_primary,Voted before,0.88,0
biden,Alabama,453763,prior_primary,First-time,0.09,0.35
bloomberg,Alabama,453763,prior_primary,First-time,0.09,0.19
buttigieg,Alabama,453763,prior_primary,First-time,0.09,0
klobuchar,Alabama,453763,prior_primary,First-time,0.09,0
sanders,Alabama,453763,prior_primary,First-time,0.09,0.29
steyer,Alabama,453763,prior_primary,First-time,0.09,0
warren,Alabama,453763,prior_primary,First-time,0.09,0.07
yang,Alabama,453763,prior_primary,First-time,0.09,0
biden,Alabama,453763,mfa,Support,0.51,0.5
bloomberg,Alabama,453763,mfa,Support,0.51,0.12
buttigieg,Alabama,453763,mfa,Support,0.51,0.01
klobuchar,Alabama,453763,mfa,Support,0.51,0
sanders,Alabama,453763,mfa,Support,0.51,0.27
steyer,Alabama,453763,mfa,Support,0.51,0
warren,Alabama,453763,mfa,Support,0.51,0.09
yang,Alabama,453763,mfa,Support,0.51,0
biden,Alabama,453763,mfa,Oppose,0.43,0.76
bloomberg,Alabama,453763,mfa,Oppose,0.43,0.12
buttigieg,Alabama,453763,mfa,Oppose,0.43,0
klobuchar,Alabama,453763,mfa,Oppose,0.43,0
sanders,Alabama,453763,mfa,Oppose,0.43,0.05
steyer,Alabama,453763,mfa,Oppose,0.43,0.01
warren,Alabama,453763,mfa,Oppose,0.43,0.02
yang,Alabama,453763,mfa,Oppose,0.43,0
biden,Alabama,453763,priority,Agrees on issues,0.42,0.55
bloomberg,Alabama,453763,priority,Agrees on issues,0.42,0.15
buttigieg,Alabama,453763,priority,Agrees on issues,0.42,0
klobuchar,Alabama,453763,priority,Agrees on issues,0.42,0
sanders,Alabama,453763,priority,Agrees on issues,0.42,0.21
steyer,Alabama,453763,priority,Agrees on issues,0.42,0
warren,Alabama,453763,priority,Agrees on issues,0.42,0.04
yang,Alabama,453763,priority,Agrees on issues,0.42,0
biden,Alabama,453763,priority,Can beat Trump,0.53,0.69
bloomberg,Alabama,453763,priority,Can beat Trump,0.53,0.09
buttigieg,Alabama,453763,priority,Can beat Trump,0.53,0
klobuchar,Alabama,453763,priority,Can beat Trump,0.53,0
sanders,Alabama,453763,priority,Can beat Trump,0.53,0.14
steyer,Alabama,453763,priority,Can beat Trump,0.53,0
warren,Alabama,453763,priority,Can beat Trump,0.53,0.07
yang,Alabama,453763,priority,Can beat Trump,0.53,0
biden,Alabama,453763,urbanicity,Urban,0.41,0.73
bloomberg,Alabama,453763,urbanicity,Urban,0.41,0.1
buttigieg,Alabama,453763,urbanicity,Urban,0.41,0
klobuchar,Alabama,453763,urbanicity,Urban,0.41,0
sanders,Alabama,453763,urbanicity,Urban,0.41,0.12
steyer,Alabama,453763,urbanicity,Urban,0.41,0
warren,Alabama,453763,urbanicity,Urban,0.41,0.03
yang,Alabama,453763,urbanicity,Urban,0.41,0
biden,Alabama,453763,urbanicity,Suburban,0.2,0.66
bloomberg,Alabama,453763,urbanicity,Suburban,0.2,0.05
buttigieg,Alabama,453763,urbanicity,Suburban,0.2,0
klobuchar,Alabama,453763,urbanicity,Suburban,0.2,0
sanders,Alabama,453763,urbanicity,Suburban,0.2,0.21
steyer,Alabama,453763,urbanicity,Suburban,0.2,0.01
warren,Alabama,453763,urbanicity,Suburban,0.2,0.05
yang,Alabama,453763,urbanicity,Suburban,0.2,0
biden,Alabama,453763,urbanicity,Rural,0.38,0.52
bloomberg,Alabama,453763,urbanicity,Rural,0.38,0.17
buttigieg,Alabama,453763,urbanicity,Rural,0.38,0.01
klobuchar,Alabama,453763,urbanicity,Rural,0.38,0
sanders,Alabama,453763,urbanicity,Rural,0.38,0.19
steyer,Alabama,453763,urbanicity,Rural,0.38,0
warren,Alabama,453763,urbanicity,Rural,0.38,0.08
yang,Alabama,453763,urbanicity,Rural,0.38,0
biden,California,5639700,gender,Male,0.42,0.24
bloomberg,California,5639700,gender,Male,0.42,0.11
buttigieg,California,5639700,gender,Male,0.42,0.08
klobuchar,California,5639700,gender,Male,0.42,0.02
sanders,California,5639700,gender,Male,0.42,0.39
steyer,California,5639700,gender,Male,0.42,0.02
warren,California,5639700,gender,Male,0.42,0.11
yang,California,5639700,gender,Male,0.42,0
biden,California,5639700,gender,Female,0.58,0.31
bloomberg,California,5639700,gender,Female,0.58,0.14
buttigieg,California,5639700,gender,Female,0.58,0.03
klobuchar,California,5639700,gender,Female,0.58,0.03
sanders,California,5639700,gender,Female,0.58,0.31
steyer,California,5639700,gender,Female,0.58,0.02
warren,California,5639700,gender,Female,0.58,0.14
yang,California,5639700,gender,Female,0.58,0
biden,California,5639700,race,White,0.58,0.28
bloomberg,California,5639700,race,White,0.58,0.12
buttigieg,California,5639700,race,White,0.58,0.05
klobuchar,California,5639700,race,White,0.58,0.04
sanders,California,5639700,race,White,0.58,0.3
steyer,California,5639700,race,White,0.58,0.02
warren,California,5639700,race,White,0.58,0.16
yang,California,5639700,race,White,0.58,0
biden,California,5639700,race,Black,0.07,0.42
bloomberg,California,5639700,race,Black,0.07,0.2
buttigieg,California,5639700,race,Black,0.07,0.04
klobuchar,California,5639700,race,Black,0.07,0.03
sanders,California,5639700,race,Black,0.07,0.15
steyer,California,5639700,race,Black,0.07,0.03
warren,California,5639700,race,Black,0.07,0.1
yang,California,5639700,race,Black,0.07,0
biden,California,5639700,race,Latino,0.26,0.25
bloomberg,California,5639700,race,Latino,0.26,0.1
buttigieg,California,5639700,race,Latino,0.26,0.04
klobuchar,California,5639700,race,Latino,0.26,0.01
sanders,California,5639700,race,Latino,0.26,0.5
steyer,California,5639700,race,Latino,0.26,0.03
warren,California,5639700,race,Latino,0.26,0.06
yang,California,5639700,race,Latino,0.26,0
biden,California,5639700,race,All nonwhite,0.42,0.27
bloomberg,California,5639700,race,All nonwhite,0.42,0.14
buttigieg,California,5639700,race,All nonwhite,0.42,0.05
klobuchar,California,5639700,race,All nonwhite,0.42,0.01
sanders,California,5639700,race,All nonwhite,0.42,0.4
steyer,California,5639700,race,All nonwhite,0.42,0.03
warren,California,5639700,race,All nonwhite,0.42,0.08
yang,California,5639700,race,All nonwhite,0.42,0
biden,California,5639700,age,17-29,0.1,0.06
bloomberg,California,5639700,age,17-29,0.1,0.01
buttigieg,California,5639700,age,17-29,0.1,0.06
klobuchar,California,5639700,age,17-29,0.1,0
sanders,California,5639700,age,17-29,0.1,0.67
steyer,California,5639700,age,17-29,0.1,0.01
warren,California,5639700,age,17-29,0.1,0.15
yang,California,5639700,age,17-29,0.1,0
biden,California,5639700,age,30-44,0.24,0.11
bloomberg,California,5639700,age,30-44,0.24,0.08
buttigieg,California,5639700,age,30-44,0.24,0.03
klobuchar,California,5639700,age,30-44,0.24,0.01
sanders,California,5639700,age,30-44,0.24,0.57
steyer,California,5639700,age,30-44,0.24,0
warren,California,5639700,age,30-44,0.24,0.18
yang,California,5639700,age,30-44,0.24,0
biden,California,5639700,age,45-64,0.34,0.31
bloomberg,California,5639700,age,45-64,0.34,0.16
buttigieg,California,5639700,age,45-64,0.34,0.06
klobuchar,California,5639700,age,45-64,0.34,0.03
sanders,California,5639700,age,45-64,0.34,0.26
steyer,California,5639700,age,45-64,0.34,0.03
warren,California,5639700,age,45-64,0.34,0.12
yang,California,5639700,age,45-64,0.34,0
biden,California,5639700,age,65+,0.32,0.43
bloomberg,California,5639700,age,65+,0.32,0.16
buttigieg,California,5639700,age,65+,0.32,0.04
klobuchar,California,5639700,age,65+,0.32,0.04
sanders,California,5639700,age,65+,0.32,0.17
steyer,California,5639700,age,65+,0.32,0.04
warren,California,5639700,age,65+,0.32,0.09
yang,California,5639700,age,65+,0.32,0
biden,California,5639700,education,College,0.55,0.23
bloomberg,California,5639700,education,College,0.55,0.14
buttigieg,California,5639700,education,College,0.55,0.06
klobuchar,California,5639700,education,College,0.55,0.03
sanders,California,5639700,education,College,0.55,0.32
steyer,California,5639700,education,College,0.55,0.02
warren,California,5639700,education,College,0.55,0.17
yang,California,5639700,education,College,0.55,0
biden,California,5639700,education,No college,0.45,0.34
bloomberg,California,5639700,education,No college,0.45,0.11
buttigieg,California,5639700,education,No college,0.45,0.03
klobuchar,California,5639700,education,No college,0.45,0.02
sanders,California,5639700,education,No college,0.45,0.37
steyer,California,5639700,education,No college,0.45,0.03
warren,California,5639700,education,No college,0.45,0.08
yang,California,5639700,education,No college,0.45,0
biden,California,5639700,education_race,College / white,0.37,0.24
bloomberg,California,5639700,education_race,College / white,0.37,0.12
buttigieg,California,5639700,education_race,College / white,0.37,0.06
klobuchar,California,5639700,education_race,College / white,0.37,0.04
sanders,California,5639700,education_race,College / white,0.37,0.3
steyer,California,5639700,education_race,College / white,0.37,0.02
warren,California,5639700,education_race,College / white,0.37,0.2
yang,California,5639700,education_race,College / white,0.37,0
biden,California,5639700,education_race,No college / white,0.21,0.36
bloomberg,California,5639700,education_race,No college / white,0.21,0.11
buttigieg,California,5639700,education_race,No college / white,0.21,0.04
klobuchar,California,5639700,education_race,No college / white,0.21,0.03
sanders,California,5639700,education_race,No college / white,0.21,0.32
steyer,California,5639700,education_race,No college / white,0.21,0.02
warren,California,5639700,education_race,No college / white,0.21,0.1
yang,California,5639700,education_race,No college / white,0.21,0
biden,California,5639700,education_race,College / nonwhite,0.18,0.21
bloomberg,California,5639700,education_race,College / nonwhite,0.18,0.17
buttigieg,California,5639700,education_race,College / nonwhite,0.18,0.06
klobuchar,California,5639700,education_race,College / nonwhite,0.18,0.02
sanders,California,5639700,education_race,College / nonwhite,0.18,0.37
steyer,California,5639700,education_race,College / nonwhite,0.18,0.03
warren,California,5639700,education_race,College / nonwhite,0.18,0.12
yang,California,5639700,education_race,College / nonwhite,0.18,0
biden,California,5639700,education_race,No college / nonwhite,0.24,0.32
bloomberg,California,5639700,education_race,No college / nonwhite,0.24,0.11
buttigieg,California,5639700,education_race,No college / nonwhite,0.24,0.03
klobuchar,California,5639700,education_race,No college / nonwhite,0.24,0.01
sanders,California,5639700,education_race,No college / nonwhite,0.24,0.42
steyer,California,5639700,education_race,No college / nonwhite,0.24,0.03
warren,California,5639700,education_race,No college / nonwhite,0.24,0.05
yang,California,5639700,education_race,No college / nonwhite,0.24,0
biden,California,5639700,education_race_gender,College / white / female,0.2,0.29
bloomberg,California,5639700,education_race_gender,College / white / female,0.2,0.13
buttigieg,California,5639700,education_race_gender,College / white / female,0.2,0.03
klobuchar,California,5639700,education_race_gender,College / white / female,0.2,0.04
sanders,California,5639700,education_race_gender,College / white / female,0.2,0.24
steyer,California,5639700,education_race_gender,College / white / female,0.2,0.01
warren,California,5639700,education_race_gender,College / white / female,0.2,0.24
yang,California,5639700,education_race_gender,College / white / female,0.2,0
biden,California,5639700,education_race_gender,No college / white / female,0.13,0.38
bloomberg,California,5639700,education_race_gender,No college / white / female,0.13,0.13
buttigieg,California,5639700,education_race_gender,No college / white / female,0.13,0.03
klobuchar,California,5639700,education_race_gender,No college / white / female,0.13,0.05
sanders,California,5639700,education_race_gender,No college / white / female,0.13,0.24
steyer,California,5639700,education_race_gender,No college / white / female,0.13,0.03
warren,California,5639700,education_race_gender,No college / white / female,0.13,0.12
yang,California,5639700,education_race_gender,No college / white / female,0.13,0
biden,California,5639700,education_race_gender,College / white / male,0.17,0.18
bloomberg,California,5639700,education_race_gender,College / white / male,0.17,0.11
buttigieg,California,5639700,education_race_gender,College / white / male,0.17,0.1
klobuchar,California,5639700,education_race_gender,College / white / male,0.17,0.04
sanders,California,5639700,education_race_gender,College / white / male,0.17,0.37
steyer,California,5639700,education_race_gender,College / white / male,0.17,0.02
warren,California,5639700,education_race_gender,College / white / male,0.17,0.15
yang,California,5639700,education_race_gender,College / white / male,0.17,0
biden,California,5639700,education_race_gender,No college / white / male,0.08,0.33
bloomberg,California,5639700,education_race_gender,No college / white / male,0.08,0.09
buttigieg,California,5639700,education_race_gender,No college / white / male,0.08,0.05
klobuchar,California,5639700,education_race_gender,No college / white / male,0.08,0.01
sanders,California,5639700,education_race_gender,No college / white / male,0.08,0.42
steyer,California,5639700,education_race_gender,No college / white / male,0.08,0.01
warren,California,5639700,education_race_gender,No college / white / male,0.08,0.07
yang,California,5639700,education_race_gender,No college / white / male,0.08,0
biden,California,5639700,ideology,Very liberal,0.29,0.18
bloomberg,California,5639700,ideology,Very liberal,0.29,0.05
buttigieg,California,5639700,ideology,Very liberal,0.29,0.02
klobuchar,California,5639700,ideology,Very liberal,0.29,0.02
sanders,California,5639700,ideology,Very liberal,0.29,0.49
steyer,California,5639700,ideology,Very liberal,0.29,0.02
warren,California,5639700,ideology,Very liberal,0.29,0.21
yang,California,5639700,ideology,Very liberal,0.29,0
biden,California,5639700,ideology,Somewhat liberal,0.36,0.24
bloomberg,California,5639700,ideology,Somewhat liberal,0.36,0.13
buttigieg,California,5639700,ideology,Somewhat liberal,0.36,0.07
klobuchar,California,5639700,ideology,Somewhat liberal,0.36,0.04
sanders,California,5639700,ideology,Somewhat liberal,0.36,0.34
steyer,California,5639700,ideology,Somewhat liberal,0.36,0.02
warren,California,5639700,ideology,Somewhat liberal,0.36,0.14
yang,California,5639700,ideology,Somewhat liberal,0.36,0
biden,California,5639700,ideology,Moderate/conservative,0.35,0.39
bloomberg,California,5639700,ideology,Moderate/conservative,0.35,0.17
buttigieg,California,5639700,ideology,Moderate/conservative,0.35,0.05
klobuchar,California,5639700,ideology,Moderate/conservative,0.35,0.02
sanders,California,5639700,ideology,Moderate/conservative,0.35,0.23
steyer,California,5639700,ideology,Moderate/conservative,0.35,0.04
warren,California,5639700,ideology,Moderate/conservative,0.35,0.05
yang,California,5639700,ideology,Moderate/conservative,0.35,0
biden,California,5639700,prior_primary,Voted before,0.9,0.3
bloomberg,California,5639700,prior_primary,Voted before,0.9,0.11
buttigieg,California,5639700,prior_primary,Voted before,0.9,0.04
klobuchar,California,5639700,prior_primary,Voted before,0.9,0.03
sanders,California,5639700,prior_primary,Voted before,0.9,0.34
steyer,California,5639700,prior_primary,Voted before,0.9,0.02
warren,California,5639700,prior_primary,Voted before,0.9,0.14
yang,California,5639700,prior_primary,Voted before,0.9,0
biden,California,5639700,prior_primary,First-time,0.09,0.15
bloomberg,California,5639700,prior_primary,First-time,0.09,0.16
buttigieg,California,5639700,prior_primary,First-time,0.09,0.01
klobuchar,California,5639700,prior_primary,First-time,0.09,0.01
sanders,California,5639700,prior_primary,First-time,0.09,0.42
steyer,California,5639700,prior_primary,First-time,0.09,0
warren,California,5639700,prior_primary,First-time,0.09,0.15
yang,California,5639700,prior_primary,First-time,0.09,0
biden,California,5639700,mfa,Support,0.54,0.17
bloomberg,California,5639700,mfa,Support,0.54,0.07
buttigieg,California,5639700,mfa,Support,0.54,0.05
klobuchar,California,5639700,mfa,Support,0.54,0.03
sanders,California,5639700,mfa,Support,0.54,0.49
steyer,California,5639700,mfa,Support,0.54,0.03
warren,California,5639700,mfa,Support,0.54,0.16
yang,California,5639700,mfa,Support,0.54,0
biden,California,5639700,mfa,Oppose,0.37,0.4
bloomberg,California,5639700,mfa,Oppose,0.37,0.25
buttigieg,California,5639700,mfa,Oppose,0.37,0.09
klobuchar,California,5639700,mfa,Oppose,0.37,0.02
sanders,California,5639700,mfa,Oppose,0.37,0.14
steyer,California,5639700,mfa,Oppose,0.37,0.01
warren,California,5639700,mfa,Oppose,0.37,0.06
yang,California,5639700,mfa,Oppose,0.37,0
biden,California,5639700,priority,Agrees on issues,0.3,0.18
bloomberg,California,5639700,priority,Agrees on issues,0.3,0.06
buttigieg,California,5639700,priority,Agrees on issues,0.3,0.03
klobuchar,California,5639700,priority,Agrees on issues,0.3,0.01
sanders,California,5639700,priority,Agrees on issues,0.3,0.52
steyer,California,5639700,priority,Agrees on issues,0.3,0.02
warren,California,5639700,priority,Agrees on issues,0.3,0.12
yang,California,5639700,priority,Agrees on issues,0.3,0
biden,California,5639700,priority,Can beat Trump,0.67,0.32
bloomberg,California,5639700,priority,Can beat Trump,0.67,0.16
buttigieg,California,5639700,priority,Can beat Trump,0.67,0.05
klobuchar,California,5639700,priority,Can beat Trump,0.67,0.03
sanders,California,5639700,priority,Can beat Trump,0.67,0.27
steyer,California,5639700,priority,Can beat Trump,0.67,0.03
warren,California,5639700,priority,Can beat Trump,0.67,0.13
yang,California,5639700,priority,Can beat Trump,0.67,0
biden,California,5639700,urbanicity,Urban,0.45,0.27
bloomberg,California,5639700,urbanicity,Urban,0.45,0.13
buttigieg,California,5639700,urbanicity,Urban,0.45,0.03
klobuchar,California,5639700,urbanicity,Urban,0.45,0.01
sanders,California,5639700,urbanicity,Urban,0.45,0.35
steyer,California,5639700,urbanicity,Urban,0.45,0.02
warren,California,5639700,urbanicity,Urban,0.45,0.15
yang,California,5639700,urbanicity,Urban,0.45,0
biden,California,5639700,urbanicity,Suburban,0.49,0.29
bloomberg,California,5639700,urbanicity,Suburban,0.49,0.13
buttigieg,California,5639700,urbanicity,Suburban,0.49,0.06
klobuchar,California,5639700,urbanicity,Suburban,0.49,0.04
sanders,California,5639700,urbanicity,Suburban,0.49,0.32
steyer,California,5639700,urbanicity,Suburban,0.49,0.02
warren,California,5639700,urbanicity,Suburban,0.49,0.11
yang,California,5639700,urbanicity,Suburban,0.49,0
biden,California,5639700,urbanicity,Rural,0.05,0.28
bloomberg,California,5639700,urbanicity,Rural,0.05,0.09
buttigieg,California,5639700,urbanicity,Rural,0.05,0.05
klobuchar,California,5639700,urbanicity,Rural,0.05,0.03
sanders,California,5639700,urbanicity,Rural,0.05,0.39
steyer,California,5639700,urbanicity,Rural,0.05,0.02
warren,California,5639700,urbanicity,Rural,0.05,0.14
yang,California,5639700,urbanicity,Rural,0.05,0
biden,Colorado,1230809,gender,Male,0.44,0.16
bloomberg,Colorado,1230809,gender,Male,0.44,0.15
buttigieg,Colorado,1230809,gender,Male,0.44,0.13
klobuchar,Colorado,1230809,gender,Male,0.44,0.1
sanders,Colorado,1230809,gender,Male,0.44,0.32
steyer,Colorado,1230809,gender,Male,0.44,0
warren,Colorado,1230809,gender,Male,0.44,0.09
yang,Colorado,1230809,gender,Male,0.44,0
biden,Colorado,1230809,gender,Female,0.56,0.19
bloomberg,Colorado,1230809,gender,Female,0.56,0.17
buttigieg,Colorado,1230809,gender,Female,0.56,0.13
klobuchar,Colorado,1230809,gender,Female,0.56,0.08
sanders,Colorado,1230809,gender,Female,0.56,0.25
steyer,Colorado,1230809,gender,Female,0.56,0
warren,Colorado,1230809,gender,Female,0.56,0.17
yang,Colorado,1230809,gender,Female,0.56,0
biden,Colorado,1230809,race,White,0.72,0.17
bloomberg,Colorado,1230809,race,White,0.72,0.15
buttigieg,Colorado,1230809,race,White,0.72,0.16
klobuchar,Colorado,1230809,race,White,0.72,0.1
sanders,Colorado,1230809,race,White,0.72,0.23
steyer,Colorado,1230809,race,White,0.72,0
warren,Colorado,1230809,race,White,0.72,0.16
yang,Colorado,1230809,race,White,0.72,0
biden,Colorado,1230809,race,Black,0.06,
bloomberg,Colorado,1230809,race,Black,0.06,
buttigieg,Colorado,1230809,race,Black,0.06,
klobuchar,Colorado,1230809,race,Black,0.06,
sanders,Colorado,1230809,race,Black,0.06,
steyer,Colorado,1230809,race,Black,0.06,
warren,Colorado,1230809,race,Black,0.06,
yang,Colorado,1230809,race,Black,0.06,
biden,Colorado,1230809,race,Latino,0.18,
bloomberg,Colorado,1230809,race,Latino,0.18,
buttigieg,Colorado,1230809,race,Latino,0.18,
klobuchar,Colorado,1230809,race,Latino,0.18,
sanders,Colorado,1230809,race,Latino,0.18,
steyer,Colorado,1230809,race,Latino,0.18,
warren,Colorado,1230809,race,Latino,0.18,
yang,Colorado,1230809,race,Latino,0.18,
biden,Colorado,1230809,race,All nonwhite,0.28,0.2
bloomberg,Colorado,1230809,race,All nonwhite,0.28,0.19
buttigieg,Colorado,1230809,race,All nonwhite,0.28,0.05
klobuchar,Colorado,1230809,race,All nonwhite,0.28,0.07
sanders,Colorado,1230809,race,All nonwhite,0.28,0.4
steyer,Colorado,1230809,race,All nonwhite,0.28,0
warren,Colorado,1230809,race,All nonwhite,0.28,0.07
yang,Colorado,1230809,race,All nonwhite,0.28,0
biden,Colorado,1230809,age,17-29,0.1,0.1
bloomberg,Colorado,1230809,age,17-29,0.1,0.05
buttigieg,Colorado,1230809,age,17-29,0.1,0.17
klobuchar,Colorado,1230809,age,17-29,0.1,0.06
sanders,Colorado,1230809,age,17-29,0.1,0.43
steyer,Colorado,1230809,age,17-29,0.1,0
warren,Colorado,1230809,age,17-29,0.1,0.2
yang,Colorado,1230809,age,17-29,0.1,0
biden,Colorado,1230809,age,30-44,0.19,0.1
bloomberg,Colorado,1230809,age,30-44,0.19,0.05
buttigieg,Colorado,1230809,age,30-44,0.19,0.17
klobuchar,Colorado,1230809,age,30-44,0.19,0.06
sanders,Colorado,1230809,age,30-44,0.19,0.43
steyer,Colorado,1230809,age,30-44,0.19,0
warren,Colorado,1230809,age,30-44,0.19,0.2
yang,Colorado,1230809,age,30-44,0.19,0
biden,Colorado,1230809,age,45-64,0.33,0.19
bloomberg,Colorado,1230809,age,45-64,0.33,0.17
buttigieg,Colorado,1230809,age,45-64,0.33,0.15
klobuchar,Colorado,1230809,age,45-64,0.33,0.08
sanders,Colorado,1230809,age,45-64,0.33,0.27
steyer,Colorado,1230809,age,45-64,0.33,0
warren,Colorado,1230809,age,45-64,0.33,0.12
yang,Colorado,1230809,age,45-64,0.33,0
biden,Colorado,1230809,age,65+,0.37,0.25
bloomberg,Colorado,1230809,age,65+,0.37,0.23
buttigieg,Colorado,1230809,age,65+,0.37,0.1
klobuchar,Colorado,1230809,age,65+,0.37,0.13
sanders,Colorado,1230809,age,65+,0.37,0.15
steyer,Colorado,1230809,age,65+,0.37,0.01
warren,Colorado,1230809,age,65+,0.37,0.11
yang,Colorado,1230809,age,65+,0.37,0
biden,Colorado,1230809,education,College,0.6,0.16
bloomberg,Colorado,1230809,education,College,0.6,0.15
buttigieg,Colorado,1230809,education,College,0.6,0.15
klobuchar,Colorado,1230809,education,College,0.6,0.1
sanders,Colorado,1230809,education,College,0.6,0.25
steyer,Colorado,1230809,education,College,0.6,0
warren,Colorado,1230809,education,College,0.6,0.17
yang,Colorado,1230809,education,College,0.6,0
biden,Colorado,1230809,education,No college,0.4,0.22
bloomberg,Colorado,1230809,education,No college,0.4,0.17
buttigieg,Colorado,1230809,education,No college,0.4,0.1
klobuchar,Colorado,1230809,education,No college,0.4,0.07
sanders,Colorado,1230809,education,No college,0.4,0.33
steyer,Colorado,1230809,education,No college,0.4,0
warren,Colorado,1230809,education,No college,0.4,0.08
yang,Colorado,1230809,education,No college,0.4,0
biden,Colorado,1230809,education_race,College / white,0.48,0.16
bloomberg,Colorado,1230809,education_race,College / white,0.48,0.15
buttigieg,Colorado,1230809,education_race,College / white,0.48,0.17
klobuchar,Colorado,1230809,education_race,College / white,0.48,0.1
sanders,Colorado,1230809,education_race,College / white,0.48,0.22
steyer,Colorado,1230809,education_race,College / white,0.48,0
warren,Colorado,1230809,education_race,College / white,0.48,0.18
yang,Colorado,1230809,education_race,College / white,0.48,0
biden,Colorado,1230809,education_race,No college / white,0.24,0.21
bloomberg,Colorado,1230809,education_race,No college / white,0.24,0.14
buttigieg,Colorado,1230809,education_race,No college / white,0.24,0.14
klobuchar,Colorado,1230809,education_race,No college / white,0.24,0.1
sanders,Colorado,1230809,education_race,No college / white,0.24,0.26
steyer,Colorado,1230809,education_race,No college / white,0.24,0
warren,Colorado,1230809,education_race,No college / white,0.24,0.12
yang,Colorado,1230809,education_race,No college / white,0.24,0
biden,Colorado,1230809,education_race,College / nonwhite,0.12,
bloomberg,Colorado,1230809,education_race,College / nonwhite,0.12,
buttigieg,Colorado,1230809,education_race,College / nonwhite,0.12,
klobuchar,Colorado,1230809,education_race,College / nonwhite,0.12,
sanders,Colorado,1230809,education_race,College / nonwhite,0.12,
steyer,Colorado,1230809,education_race,College / nonwhite,0.12,
warren,Colorado,1230809,education_race,College / nonwhite,0.12,
yang,Colorado,1230809,education_race,College / nonwhite,0.12,
biden,Colorado,1230809,education_race,No college / nonwhite,0.15,
bloomberg,Colorado,1230809,education_race,No college / nonwhite,0.15,
buttigieg,Colorado,1230809,education_race,No college / nonwhite,0.15,
klobuchar,Colorado,1230809,education_race,No college / nonwhite,0.15,
sanders,Colorado,1230809,education_race,No college / nonwhite,0.15,
steyer,Colorado,1230809,education_race,No college / nonwhite,0.15,
warren,Colorado,1230809,education_race,No college / nonwhite,0.15,
